"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cohort"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",1.25511978794574e-38,2.0918663132429e-37,1.61530228892975,0.764160227645012,2.51719597513561,199,"PLEK;IL18;OLR1;TLR2;B4GALT1;CCRL2;STAT5A;KYNU;GPR183;CD69;CSF1;PTGER4;CD44;RELB;PLAUR;IL15RA;BCL2A1;TGIF1;NINJ1;SAT1;IFNGR2;CEBPB;PLAU;IFIH1;CCL20;ICAM1;FUT4;TNC;LITAF;RNF19B;SERPINB8;IL1A;TNFAIP3;F2RL1;NFKB1;TNFAIP8;MAP3K8;CD80;TNIP1;IRF1;KLF6;TNFAIP2;CCL2;CEBPD;GEM;NFKB2;ZC3H12A;ZFP36;PNRC1;TRIB1;SOD2;CCL5;CLCF1;PFKFB3;JUN;IER3;IL6;CXCL10;RIPK2;ABCA1;TRIP10;GCH1;TANK;BCL3;IL7R;CFLAR;PLPP3;REL;ATF3;CCN1;MCL1;NFE2L2;NFIL3;GADD45A;GFPT2;FOSL1;TIPARP;CD83;BTG3;IL1B;EFNA1;JUNB;FOS;IFIT2;SDC4;DNAJB4;ICOSLG;MAP2K3;SERPINE1;NAMPT;EGR2;CXCL11;YRDC;SPSB1;TNF;TNIP2;F3;RCAN1;SOCS3;BIRC2;LIF;TAP1;PPP1R15A;BIRC3;ACKR3;JAG1;GADD45B;SQSTM1;EGR1;TRAF1;PTX3;FOSL2;B4GALT5;TNFRSF9;CCL4;SPHK1;IER2;DUSP1;BCL6;HBEGF;CXCL2;ETS2;PMEPA1;IRS2;HES1;IL6ST;TNFAIP6;IL23A;CXCL3;NR4A3","TCGA-LGG"
"HALLMARK_INFLAMMATORY_RESPONSE",1.22677701322447e-35,1.53347126653059e-34,1.54987806027287,0.751106949918629,2.47419758688339,199,"C3AR1;PIK3R5;PTAFR;CYBB;IL18;CSF3R;FPR1;EBI3;OLR1;TNFRSF1B;TLR2;LYN;TLR1;IL10RA;MSR1;LCP2;GPR132;NLRP3;CD14;CCRL2;P2RX4;TLR3;C5AR1;GPR183;GNA15;PDPN;RHOG;CD40;CD69;NMI;CSF1;AXL;BST2;PTGER4;IL10;PLAUR;IL15RA;GNAI3;CCL22;MMP14;IL4R;STAB1;IFNGR2;ADGRE1;CCL20;ICAM1;RGS1;RTP4;IL1A;IRF7;ITGB3;NFKB1;LAMP3;IRF1;KLF6;RNF144B;CCL2;MEP1A;CLEC5A;CD48;HAS2;ITGA5;IL15;CXCR6;CCL5;FZD5;AHR;OSMR;IL6;IRAK2;LCK;RGS16;CXCL10;OSM;KCNJ2;RIPK2;ABCA1;GCH1;SLAMF1;TAPBP;IL7R;EMP3;NOD2;LPAR1;DCBLD2;IL1B;IL2RB;NDP;ICOSLG;SERPINE1;NAMPT;CXCL11;APLNR;CHST2;HRH1;F3;PTGER2;CXCL9;FFAR2;SGMS2;TNFSF10;ITGB8;PTGIR;TNFSF15;LIF;CMKLR1;SCARF1;TIMP1;CCR7;IL1R1;TNFRSF9;SPHK1;CCL17;IFITM1;MEFV;PSEN1;HIF1A;SEMA4D;IL18RAP;SLC31A2;HBEGF;SELENOS","TCGA-LGG"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",2.64391511763533e-28,2.64391511763533e-27,1.38026491759359,0.830820291588713,2.58558595479705,97,"CASP1;CCRL2;CD74;LPAR6;CASP8;NMI;CSF1;PLSCR1;UBA7;PARP14;GBP2;BST2;PARP9;LAP3;B2M;OAS1;SAMD9L;IL4R;IFI44L;IFIH1;RTP4;EPSTI1;MOV10;IRF7;IRF2;SP110;SAMD9;HLA-C;LAMP3;IFI44;IRF1;PSMB9;PARP12;LGALS3BP;TDRD7;ELF1;IFITM2;TENT5A;PSMB8;IFI30;IL15;OASL;CXCL10;UBE2L6;C1S;TMEM140;RIPK2;PSME2;PSME1;ISG15;NUB1;TRIM5;IFITM3;TRIM21;MX1;IFI35;GBP4;IFIT2;PROCR;DDX60;GMPR;HERC6;CXCL11;IFIT3;PSMA3;TAP1;WARS1;ISG20;TRIM14;RSAD2;IFITM1;TRAFD1;HELZ2;DHX58;IL7;USP18;STAT2;CMPK2;BATF2;IRF9;EIF2AK2;ADAR","TCGA-LGG"
"HALLMARK_IL2_STAT5_SIGNALING",4.45913125194382e-26,3.71594270995318e-25,1.32671609800481,0.699901963691197,2.30303801701322,198,"CD86;TLR7;TNFRSF1B;GPR65;SLC1A5;IL10RA;CTSZ;RHOH;IRF8;CDCP1;P2RX4;CYFIP1;CAPG;SYNGR2;SPP1;HK2;BATF;FGL2;CSF1;PLSCR1;GALM;CISH;IFNGR1;DHRS3;CD44;IL10;WLS;BATF3;SERPINB6;IL4R;FAH;EMP1;SWAP70;MAP3K8;TNFRSF8;MUC1;PLIN2;KLF6;CD48;MYO1E;MAPKAPK2;AHR;SNX9;RGS16;CXCL10;ICOS;CST7;GLIPR2;LRRC8C;BCL2L1;TWSG1;XBP1;NFKBIZ;ENPP1;SOCS2;PRKCH;CTLA4;IFITM3;NFIL3;LTB;PIM1;CD83;MYO1C;PLAGL1;IL2RB;GBP4;EOMES;PNP;PDCD2L;SOCS1;AHNAK;IKZF2;PTGER2;TNFSF10;ITGA6;LIF;CD79B;CASP3;GADD45B;P4HA1;TRAF1;ITGAV;CCR4;PRAF2;TNFRSF9;PLEC;NDRG1;IL2RA;IRF4;ANXA4;PLPP1;FLT3LG;ITGAE;SELP;IRF6;BCL2;CA2;GSTO1;CD81;COL6A1;TIAM1;SMPDL3A;NRP1;CKAP4;IL1R2;FURIN;TNFRSF4;PUS1;NCOA3;ETFBKMT;CDC6;F2RL2;CCNE1","TCGA-LGG"
"HALLMARK_COMPLEMENT",1.22720095914166e-25,8.76572113672613e-25,1.31101476274061,0.695901877284086,2.29278128738165,200,"FCER1G;C3;PIK3R5;C1QC;ITGAM;PLEK;GNGT2;WAS;PIK3CG;CTSS;CASP1;SERPINA1;OLR1;CTSC;LYN;C1QA;LCP2;APOBEC3G;KYNU;CTSB;CASP4;C2;RHOG;CASP5;PRKCD;PLSCR1;APOBEC3F;PLAUR;SH2B3;LAP3;GNAI3;CASP10;MMP14;PHEX;C1R;CP;PFN1;CEBPB;ANG;ANXA5;PDGFB;GNAI2;IRF7;IRF2;TNFAIP3;CTSH;IRF1;APOC1;LGMN;PSMB9;CPM;FDX1;ADAM9;PLA2G4A;CCL5;CPQ;CASP7;IL6;PLA2G7;GNB4;LCK;SERPING1;C1S;PPP4C;CTSL;CLU;LTF;CD40LG;GZMA;GCA;GATA3;JAK2;GNB2;S100A9;GRB2;GZMK;CTSD;LIPA;PIM1;PRSS36;ATOX1;CFB;SERPINE1;LAMP2;F3;MSRB1;PLAT;DOCK10;HSPA5;COL4A2;FN1;CASP3;DOCK4;TMPRSS6;LTA4H;CD59;TIMP1;HSPA1A;PSEN1;RNF4;L3MBTL4;PRCP;CFH;ERAP2;STX4","TCGA-LGG"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",1.85994355330999e-20,1.03330197406111e-19,1.16906996676109,0.792524500022669,2.45498588570792,87,"PIK3R5;IL12RB1;CSF2RA;CCR1;CSF3R;CSF2RB;EBI3;TNFRSF1B;TLR2;IL13RA1;TGFB1;CD14;LTBR;HMOX1;A2M;CSF1;IL17RA;IFNGR1;TNFRSF1A;CD44;IL15RA;IL4R;IFNGR2;TNFRSF12A;ITGB3;IL2RG;MAP3K8;IRF1;STAT3;PTPN2;MYD88;OSMR;JUN;IL6;CXCL10;STAT1;GRB2;BAK1;LTB;PIM1;IL1B;CD9;CXCL11;SOCS1;TNF;CXCL9;SOCS3;IL1R1;IL2RA;PLA2G2A;PTPN11;TYK2;CBL;IL7;CD38;IL9R;IL6ST;IL10RB;STAT2;PTPN1;IRF9;FAS;CXCL3","TCGA-LGG"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",6.74214528634368e-81,3.37107264317184e-79,2.35138729128213,0.861748139096915,3.12320052836911,198,"CD86;FCGR1A;PTPN6;IRF8;IRF5;VAMP8;HLA-DMA;FPR1;CD69;IL10RA;LCP2;HLA-DRB1;PSMB10;CSF2RB;CD74;CMKLR1;FGL2;HLA-DQA1;IL4R;CASP1;IL15;SAMHD1;CCL5;TNFSF10;C1S;RTP4;B2M;IL15RA;TRIM21;CASP4;MX2;ST8SIA4;CD40;GZMA;HLA-B;IL2RB;C1R;MVP;CCL2;PLSCR1;IFI35;GCH1;SLAMF7;EPSTI1;CASP8;PSMB8;CIITA;PSMB9;TNFAIP3;PTPN2;SP110;LAP3;SECTM1;IFITM2;FAS;LGALS3BP;IL6;SOD2;TAPBP;OAS2;OASL;TRIM14;NMI;IRF1;ZBP1;SERPING1;BST2;IFIT3;UBE2L6;NAMPT;HLA-A;IFITM3;VAMP5;IFIT2;UPP1;IRF2;NFKBIA;ICAM1;TNFAIP2;PSME1;APOL6;PSME2;WARS1;MARCHF1;ISG20;MYD88;IFI30;IDO1;CDKN1A;CXCL9;DHX58;CXCL10;HLA-G;XCL1;SOCS3;PIM1;NFKB1;ITGB7;PML;CD274;BANK1;CCL7;BATF2;PARP12;VCAM1;PARP14;STAT1;IFIH1;RSAD2;CMPK2;BTG1;STAT4;GBP4;MX1;CASP7;TAP1;CXCL11;IFI44;SAMD9L;LY6E;IRF7;HERC6;DDX60;JAK2;TDRD7;STAT3;MT2A;NLRC5;TRIM25;PTGS2;OAS3;RIPK1;NOD1;LYSMD2;PTPN1;IFNAR2;CFB;PLA2G4A;STAT2;RIPK2;IRF4;IFIT1;GBP6;PNP;TOR1B;IL18BP;ISG15;PELI1;IFI27;HIF1A;SOCS1;CFH;IFI44L;MTHFD2;SSPN;IL7;XAF1;PSMA3;ZNFX1;ARID5B;PSMB2;CD38;TXNIP;SPPL2A;ISOC1;LATS2;SLC25A28","TCGA-GBM"
"HALLMARK_ALLOGRAFT_REJECTION",1.32640316000623e-73,3.31600790001559e-72,2.24321898944966,0.843539716060332,3.05598172669351,200,"CD86;PTPN6;HLA-DMB;CTSS;ITGB2;CCR1;LY86;IRF8;GPR65;IL12RB1;IL18;CD4;NCF4;CCR5;HCLS1;FYB1;LYN;HLA-DMA;SRGN;WAS;TLR2;HLA-DOA;ITGAL;IL16;HLA-DRA;PTPRC;SPI1;LCP2;CAPG;PSMB10;NLRP3;CD74;IL10;TLR1;C2;IGSF6;HLA-DQA1;IL4R;CD1D;CD7;TLR6;IFNGR1;TLR3;HLA-E;IL15;FGR;CD2;CCL5;LY75;CD3G;CD96;MAP4K1;CD3D;B2M;CCR2;IL1B;ST8SIA4;CD40;GZMA;LCK;CD3E;TRAT1;CSF1;IL2RB;IL2RG;SIT1;CCL2;CRTAM;FASLG;ITK;TGFB1;GBP2;CCL4;PRF1;ELF4;FAS;FCGR2B;IL6;STAB1;TAPBP;IFNGR2;CXCR3;GZMB;CD80;LTB;TNF;CD8B;ICOSLG;HLA-A;CCL22;GCNT1;ICAM1;CD28;TIMP1;WARS1;HLA-DOB;CXCL9;HLA-G;CD247;IL2RA;CCL7;BCL3;STAT1;EREG;ABI1;CD8A;STAT4;CXCL13;CCL19;CSK;TAP1;TAP2;IRF7;PRKCB;JAK2;LIF;CD40LG;DEGS1;CD47;IL18RAP;IFNAR2;CCL13;NCR1;RIPK2;IRF4;TPD52;CCND3;KLRD1;CD79A;GALNT1;HIF1A;UBE2D1;SOCS1;IL27RA;ZAP70;NCK1;IL7;INHBA;THY1;DYRK3","TCGA-GBM"
"HALLMARK_INFLAMMATORY_RESPONSE",1.14705482221715e-70,1.91175803702858e-69,2.19657732659723,0.836140192692002,3.02909094685903,199,"C3AR1;PTAFR;CCRL2;MSR1;IL18;LYN;CSF3R;FPR1;TLR2;OLR1;EBI3;CD14;TNFRSF1B;CD69;ADGRE1;IL10RA;GPR132;PIK3R5;CYBB;LCP2;NLRP3;GNA15;CMKLR1;IL10;SELL;TLR1;GPR183;IL4R;RGS1;P2RX4;C5AR1;CD48;TLR3;IL15;CCL5;TNFSF10;SLAMF1;CD55;PTGER4;RTP4;IL15RA;PLAUR;IL1B;CD40;NOD2;LCK;OSM;CSF1;IL7R;RNF144B;IL2RB;AXL;IL1A;CCL2;RHOG;AQP9;GCH1;CCR7;IL1R1;IL6;STAB1;TAPBP;IFNGR2;NMI;IRF1;TNFSF9;PTGER2;BST2;SLC31A2;NAMPT;ICOSLG;CCL22;NFKBIA;ICAM1;APLNR;CHST2;TIMP1;TNFRSF9;CD70;IFITM1;CCL20;MEP1A;CDKN1A;CXCL9;CXCL10;IL18R1;SPHK1;NFKB1;BTG2;LAMP3;MARCO;CCL7;SEMA4D;EREG;SCN1B;TNFSF15;ABI1;CXCL6;KCNJ2;HBEGF;CLEC5A;HPN;BEST1;SERPINE1;HRH1;ITGA5;CXCL11;MEFV;KLF6;FFAR2;LY6E;IRF7;SGMS2;AHR;OSMR;MET;LIF;PDPN;SLC31A1;P2RY2;RGS16;IFNAR1;PTPRE;CSF3;IL18RAP;LPAR1;RIPK2;EMP3;DCBLD2;SELE;CXCL8;IRAK2;BDKRB1;NDP;SLC11A2;ITGB3;SCARF1;MMP14;TPBG;ATP2C1;HIF1A;PTGIR;INHBA;CXCR6;GPC3","TCGA-GBM"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",2.44480740331196e-62,3.05600925413995e-61,2.06037118005055,0.81558403071529,2.95462199453495,199,"PLEK;CCRL2;IL18;TLR2;OLR1;CD69;BCL2A1;KYNU;GPR183;MAP3K8;NINJ1;SAT1;CCL5;B4GALT1;TNFAIP8;PTGER4;IL15RA;PLAUR;IL1B;IER3;CSF1;IL7R;IL1A;CCL2;STAT5A;ETS2;CD83;CEBPB;SGK1;GCH1;TNFAIP3;DUSP1;CCL4;SQSTM1;SERPINB8;CD44;IL6;ZFP36;DRAM1;SOD2;IFNGR2;IRF1;JUNB;TNFSF9;RELB;CD80;TNF;PLAU;NAMPT;ICOSLG;LITAF;IFIT2;RNF19B;NFKBIA;GFPT2;ICAM1;BIRC3;CXCL2;CEBPD;TNFAIP2;TNFRSF9;NFKBIE;CCL20;CDKN1A;CXCL10;CLCF1;SPHK1;SOCS3;NFKB1;TIPARP;BTG2;DUSP2;FOS;BCL3;EGR2;ZC3H12A;IFIH1;CXCL6;BTG1;NFKB2;PFKFB3;FOSL2;HBEGF;KLF2;SERPINE1;TAP1;NFE2L2;CXCL11;TNIP1;KLF6;EGR3;RCAN1;PNRC1;PTX3;GEM;SPSB1;G0S2;BHLHE40;GADD45B;KLF4;TRIB1;LIF;CFLAR;CXCL1;MAP2K3;IL6ST;FOSL1;SDC4;PTGS2;PTPRE;IL23A;EGR1;NR4A3;CXCL3;SERPINB2;RIPK2;AREG;ATF3;TRAF1;MSC;MCL1;TANK;LAMB3;CCN1;FUT4;EIF1;INHBA;TNIP2;EFNA1;SLC2A3;TNC;IER2;ID2;JUN;NR4A2;IL12B;NFIL3;DNAJB4;BCL6;IER5;F3;RHOB;PPP1R15A;MXD1;ABCA1;CSF2;F2RL1;FOSB;SLC16A6;ACKR3;GADD45A;KLF10;REL;B4GALT5;MAFF;PHLDA2;RELA;TGIF1;TRIP10;PMEPA1","TCGA-GBM"
"HALLMARK_COMPLEMENT",6.83172704551013e-53,6.83172704551013e-52,1.89820520560154,0.78879197244744,2.85764120890486,200,"CTSS;C1QC;PLEK;C1QA;GNGT2;SERPINA1;LYN;WAS;C3;FCER1G;OLR1;CTSC;PIK3CG;PIK3R5;LCP2;APOC1;ITGAM;KYNU;CTSB;C2;CASP5;CTSH;LGMN;CASP1;CASP10;CTSL;PRKCD;APOBEC3G;CTSD;LIPA;CCL5;C1S;CD55;PLAUR;CASP4;CPM;GZMA;S100A9;LCK;C1R;GRB2;RHOG;PLSCR1;CD59;CEBPB;CP;PSMB9;TNFAIP3;LAP3;CPQ;SH2B3;PRSS36;GCA;APOBEC3F;IL6;IRF1;GZMB;GZMK;SERPING1;LAMP2;C4BPB;IRF2;CTSO;TIMP1;ATOX1;PLA2G7;PFN1;PIM1;GNAI2;PDGFB;CLU;ANG;CR1;FCN1;SPOCK2;LTF;CASP7;SERPINE1;LGALS3;F8;ADAM9;IRF7;TFPI2;CSRP1;STX4;JAK2;HSPA5;CD40LG;CXCL1;LTA4H;ME1;MSRB1;ERAP2;CFB;CA2;S100A12;SERPINB2;PLA2G4A;F5;FN1;GNB4;GATA3;MMP14;DPP4;FDX1;CFH;DOCK10;DOCK4;CD46;TIMP2;ADRA2B;CR2;CD36","TCGA-GBM"
"HALLMARK_IL2_STAT5_SIGNALING",4.94729179343391e-43,4.12274316119492e-42,1.70874828719195,0.755097347418538,2.73667017940896,198,"CD86;IRF8;GPR65;TLR7;BATF;SYNGR2;TNFRSF1B;SPP1;IL10RA;CAPG;CTSZ;FGL2;IL10;SELL;RHOH;MAP3K8;IL4R;P2RX4;CD48;IFNGR1;FAH;TNFSF10;TNFRSF8;CDCP1;CST7;DHRS3;CYFIP1;CSF1;IL2RB;ICOS;SMPDL3A;CD83;ANXA4;PLSCR1;GSTO1;CTLA4;GALM;TGM2;CD44;PTGER2;LTB;SLC39A8;IFITM3;LRRC8C;CCR4;TNFRSF9;PRKCH;NFKBIZ;EOMES;SWAP70;CXCL10;SNX9;IL18R1;PLAGL1;PIM1;SERPINB6;FURIN;MAPKAPK2;CD81;IL2RA;NRP1;SLC1A5;TWSG1;ITGAV;PLIN2;GBP4;APLP1;PLPP1;RNH1;MUC1;KLF6;CDC42SE2;BHLHE40;XBP1;AHR;GADD45B;PRNP;BCL2L1;LIF;ECM1;RGS16;CA2;IRF4;NDRG1;CCND3;AMACR;HK2;MYO1C;IL1R2;MYO1E;PNP;TRAF1;EMP1;SOCS1;TNFRSF18;PRAF2;GABARAPL1;GPX4;S100A1;CD79B;TNFSF11;ENPP1;SLC2A3;F2RL2;CISH;NFIL3;BATF3;CKAP4;IRF6;RHOB;MXD1;CSF2;ITGA6;PLEC;TIAM1;ST3GAL4;MAFF;P4HA1;TNFRSF21;ALCAM;ITGAE;SCN9A;BMP2;TTC39B;CDKN1C;DRC1;ABCB1;BCL2;CAPN3;GUCY1B1","TCGA-GBM"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",1.45499273825322e-38,8.08329299029566e-38,1.61530228892975,0.854155627233926,2.94545303953633,97,"CCRL2;CD74;SELL;IL4R;CASP1;IL15;C1S;RTP4;B2M;TRIM21;CSF1;PROCR;PLSCR1;IFI35;PARP9;LPAR6;EPSTI1;CASP8;PSMB8;HLA-C;PSMB9;GBP2;SP110;LAP3;UBA7;IFITM2;LGALS3BP;OASL;TRIM14;NMI;IRF1;OAS1;BST2;IFIT3;UBE2L6;ELF1;IFITM3;IFIT2;IRF2;PSME1;PSME2;WARS1;IFITM1;TMEM140;ISG20;IFI30;DHX58;CXCL10;LAMP3;BATF2;PARP12;PARP14;SAMD9;IFIH1;RSAD2;CMPK2;GBP4;MX1;TAP1;CXCL11;IFI44;NCOA7;SAMD9L;LY6E;IRF7;HERC6;DDX60;TDRD7;TRIM25;CD47;TRIM5;STAT2;RIPK2;ISG15;IFI27;NUB1;IFI44L;IL7;GMPR;CNP;PSMA3;TXNIP","TCGA-GBM"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",4.13519736374098e-33,1.72299890155874e-32,1.49547932629977,0.84633070196821,2.88880793808919,87,"CCR1;IL12RB1;CSF2RA;CSF3R;TLR2;EBI3;CD14;TNFRSF1B;PIK3R5;CSF2RB;MAP3K8;IL4R;IFNGR1;IL13RA1;A2M;IL15RA;LTBR;IL17RA;IL1B;CSF1;IL2RG;GRB2;HMOX1;TGFB1;PTPN2;IL1R1;CD44;FAS;IL6;TNFRSF1A;IFNGR2;IRF1;LTB;TNF;MYD88;CXCL9;CXCL10;IL18R1;SOCS3;PIM1;IL2RA;CCL7;STAT1;CXCL13;BAK1;CXCL11;PLA2G2A;OSMR;STAT3;CXCL1;IL9R;IL6ST;IFNAR1;PTPN1;CXCL3;STAT2;ITGA4;IL1R2;ITGB3;SOCS1;IL7;CD36;TNFRSF12A;JUN;LEPR;CD38","TCGA-GBM"
