"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"STXBP6",-0.459530019952241,2.54617610102261e-28,5.80452115104392e-27,516,0.120170433820949,0.0430159366571733,0.117655182933156,284,-0.579700453773189,0.579700453773189
"AC025811.1",-0.465999933479585,3.5434030209776e-29,8.42822652875982e-28,516,0.113608998060115,0.0558345537421976,0.142364057696701,284,-0.5796089315397,0.5796089315397
"EPB41L3",-0.0476585885199795,0.279882367234706,0.416008914578113,516,0.531496960187758,4.15866599539816e-22,3.13543560353308e-20,284,-0.579155548707738,0.579155548707738
"SCN2B",-0.403781922727992,1.17763756872411e-21,1.89965516547098e-20,516,0.17518957898404,0.00305380792646585,0.0158209125128707,284,-0.578971501712032,0.578971501712032
"REST",0.659258471382751,1.19468935395856e-65,1.03036940907592e-63,516,0.0807131156848445,0.174966644275577,0.323085095050477,284,0.578545355697907,0.578545355697907
"CES3",-0.367228221139845,6.42266430898124e-18,8.25911061868107e-17,516,0.211314754811181,0.000335773168916221,0.0026313803565687,284,-0.578542975951026,0.578542975951026
"KANSL1L",0.475546358896773,1.78579261332131e-30,4.5647606569744e-29,516,-0.102862217006708,0.0835566051824051,0.19139821203027,284,0.578408575903481,0.578408575903481
"SVOP",-0.590271185872941,9.19038541422699e-50,5.01133264898742e-48,516,-0.0118957390104095,0.841798531472774,0.907229902880948,284,-0.578375446862532,0.578375446862532
"AL031686.1",0.259901624695513,2.06258577083441e-09,1.32150995554278e-08,516,-0.318360538637677,4.13911930475472e-08,8.41862805855801e-07,284,0.57826216333319,0.57826216333319
"PTGFR",-0.352878445380504,1.41177822346287e-16,1.65916708048118e-15,516,0.225281449651878,0.000128610707092465,0.00117544396732997,284,-0.578159895032382,0.578159895032382
"SDS",-0.157901132501958,0.000317314339901166,0.00106212030428137,516,0.419741360568095,1.50910335140741e-13,6.05430538608386e-12,284,-0.577642493070054,0.577642493070054
"GRIN3A",-0.470948725142293,7.61834880955177e-30,1.88427382924864e-28,516,0.106309883555924,0.0736572118813799,0.174658596022053,284,-0.577258608698217,0.577258608698217
"INHBA-AS1",-0.452481467051961,2.0814132048493e-27,4.53981132645334e-26,516,0.124392242107476,0.036153734635099,0.103318127191344,284,-0.576873709159437,0.576873709159437
"MKRN7P",0.382529306365747,1.99761751453454e-19,2.81134556585877e-18,516,-0.19432323904371,0.00099553762688659,0.00647532299922756,284,0.576852545409457,0.576852545409457
"CHGA",-0.574923946726275,9.92175846682074e-47,4.97329243610621e-45,516,0.00187444174064285,0.974911173632357,0.986508140272044,284,-0.576798388466918,0.576798388466918
"ZNF805",0.432900993642285,5.54849985888199e-25,1.06576098445462e-23,516,-0.143603297299138,0.0154379658255874,0.0545375019421447,284,0.576504290941423,0.576504290941423
"PLCE1",0.505613018539799,7.71918489797107e-35,2.39070435346099e-33,516,-0.070832209174706,0.234079339462776,0.39572195824129,284,0.576445227714505,0.576445227714505
"SPR",-0.124514969792356,0.00461699742243672,0.0124110741282608,516,0.450861913156454,1.26172295029802e-15,6.10437670455677e-14,284,-0.57537688294881,0.57537688294881
"DEAF1",-0.516907041748032,1.35800883310275e-36,4.55824581050549e-35,516,0.0581988490361922,0.328426869101833,0.498063561188204,284,-0.575105890784225,0.575105890784225
"BX119927.1",-0.237278347414441,4.89868729640323e-08,2.71571878372046e-07,516,0.337626480083098,5.31565174618923e-09,1.23998428587347e-07,284,-0.57490482749754,0.57490482749754
"IGSF21",-0.356490965700632,6.58092789834686e-17,7.89306152665631e-16,516,0.217641650535536,0.000219033682712886,0.00184141183005947,284,-0.574132616236169,0.574132616236169
"SLC16A10",-0.27730631219437,1.45474477977729e-10,1.04714560849132e-09,516,0.296822931264358,3.48040799246814e-07,5.99740022903391e-06,284,-0.574129243458728,0.574129243458728
"CACNG2",-0.583165748999792,2.44180680572244e-48,1.27368521017605e-46,516,-0.00905606269385715,0.879229913570716,0.930269726342721,284,-0.574109686305935,0.574109686305935
"WBP2",-0.29098443158365,1.58103802742543e-11,1.24445338173735e-10,516,0.283062705786514,1.2424385024194e-06,1.92610155400976e-05,284,-0.574047137370164,0.574047137370164
"GABRG2",-0.547942746083523,9.06346730602826e-42,3.76197157667041e-40,516,0.0258281927367237,0.664711787561113,0.78725672825005,284,-0.573770938820247,0.573770938820247
"HTR6",-0.535178098053355,1.41622212691686e-39,5.39836735301352e-38,516,0.0384623142089457,0.51856521043061,0.674061258575921,284,-0.573640412262301,0.573640412262301
"ZNF571",0.456353474427905,6.60297984936232e-28,1.47784839409797e-26,516,-0.116695261769613,0.0494573786503242,0.130068146813177,284,0.573048736197518,0.573048736197518
"RASD2",-0.437780115398209,1.42682319989171e-25,2.83213876967964e-24,516,0.134871025372941,0.0230105824651162,0.073708547471512,284,-0.57265114077115,0.57265114077115
"MIR193BHG",-0.50516661365241,9.02791382288098e-35,2.7853406868835e-33,516,0.0671291739633308,0.259504121520643,0.42423334388352,284,-0.572295787615741,0.572295787615741
"SCN3B",-0.526088745272799,4.54105435938265e-38,1.62359937858155e-36,516,0.0456445947397234,0.443543433723918,0.608362631390986,284,-0.571733340012522,0.571733340012522
"GNL2",0.634004512678953,2.30282003588604e-59,1.67209005973314e-57,516,0.0627220267859716,0.292164066300138,0.459445942380842,284,0.571282485892981,0.571282485892981
"KCNAB2",-0.180939984115158,3.55926598925992e-05,0.000137660204709901,516,0.389456971065728,1.01147452474702e-11,3.30651545617127e-10,284,-0.570396955180886,0.570396955180886
"RHBDL1",-0.588949101271362,1.70229518682973e-49,9.21997674009573e-48,516,-0.0190396261384074,0.749366091696652,0.84642976376982,284,-0.569909475132954,0.569909475132954
"AL008729.2",-0.396119439532732,7.82585416479714e-21,1.2010060516804e-19,516,0.173785057377929,0.00330176646749998,0.0167767983682909,284,-0.569904496910661,0.569904496910661
"PELI3",-0.469953757172674,1.03980552359265e-29,2.5505711608021e-28,516,0.0992940720387042,0.0949029342230259,0.20980952028897,284,-0.569247829211378,0.569247829211378
"AC099792.1",0.326591988441225,2.73198774591537e-14,2.72528200166882e-13,516,-0.242335246367549,3.66593944026529e-05,0.000393507034177117,284,0.568927234808774,0.568927234808774
"CEP128",0.309568181396354,6.36580075808555e-13,5.68104977290697e-12,516,-0.25774831245236,1.0872732997584e-05,0.000134018457382189,284,0.567316493848714,0.567316493848714
"PTPRN2",-0.495032662232627,2.97131022138723e-33,8.47310881960556e-32,516,0.0722613531290028,0.224752751884095,0.385259451185232,284,-0.56729401536163,0.56729401536163
"TSPAN7",-0.492372203347032,7.29384641789179e-33,2.04484703718672e-31,516,0.0746392433080911,0.209825541670457,0.367416060153462,284,-0.567011446655123,0.567011446655123
"SNAP25",-0.483576080536015,1.34376534817338e-31,3.58745974875531e-30,516,0.0834309932498094,0.160840909417363,0.304711701221657,284,-0.567007073785825,0.567007073785825
"GDAP2",0.576452494381752,5.03087901501159e-47,2.54658948420269e-45,516,0.00956761584945792,0.872464462565776,0.925989689853613,284,0.566884878532294,0.566884878532294
"CACNA1A",-0.445820221430938,1.44995735560143e-26,3.02249228691072e-25,516,0.120841769980119,0.0418565861938543,0.11527290049163,284,-0.566661991411057,0.566661991411057
"AC124798.1",-0.605330115225704,6.68321586661371e-53,4.08153024346892e-51,516,-0.0388302339948498,0.514569852111203,0.670984734975333,284,-0.566499881230855,0.566499881230855
"TCF7",0.590775567519665,7.25903400967824e-50,3.99289279689127e-48,516,0.0248460448388677,0.676729101440654,0.796005133998722,284,0.565929522680797,0.565929522680797
"SNAP91",-0.587261306748281,3.72391991669888e-49,1.99779639139826e-47,516,-0.0217989011358895,0.714525594974471,0.822037743571706,284,-0.565462405612391,0.565462405612391
"SRRM4",-0.528425332080789,1.88084955295524e-38,6.85048820734974e-37,516,0.0369945591151883,0.53466122491794,0.686693355793571,284,-0.565419891195977,0.565419891195977
"NRSN1",-0.540046077091818,2.11613071245496e-40,8.38305330135297e-39,516,0.0251771368400097,0.672668597663056,0.792899007971813,284,-0.565223213931827,0.565223213931827
"AC005632.3",0.695633712018972,7.48550770203173e-76,8.10083937922365e-74,516,0.130514685659054,0.0278646172173597,0.0851135220876074,284,0.565119026359918,0.565119026359918
"NAP1L5",-0.4418764587427,4.48487915807601e-26,9.13980189462019e-25,516,0.123109645411992,0.0381328286697967,0.107528524018879,284,-0.564986104154692,0.564986104154692
"PVALB",-0.45424354108163,1.23662563237343e-27,2.72670642460607e-26,516,0.110325328208231,0.0633528122660288,0.15627932494913,284,-0.56456886928986,0.56456886928986
"AC114801.3",-0.341148217685642,1.57438033453964e-15,1.72461352488809e-14,516,0.223174895089665,0.00014922029345214,0.00133148253683366,284,-0.564323112775306,0.564323112775306
"ZNF792",0.499741395804085,5.94596366065327e-34,1.75401270576482e-32,516,-0.0643732957536927,0.279619138633006,0.44581636492045,284,0.564114691557778,0.564114691557778
"PDE1B",-0.0105008184255262,0.811911485200231,0.880069301374746,516,0.553552297605608,3.34563545390907e-24,2.87300127316953e-22,284,-0.564053116031134,0.564053116031134
"CGAS",0.793413255701275,6.65948075481458e-113,1.28396152669021e-110,516,0.229502841982526,9.50812615132174e-05,0.000902216583959837,284,0.563910413718749,0.563910413718749
"NSUN7",0.540123221715736,2.05281789308108e-40,8.14366120772777e-39,516,-0.023402762261475,0.694537559023847,0.808410324382725,284,0.563525983977211,0.563525983977211
"NSG2",-0.555524376123178,4.06391127286175e-43,1.77964660244367e-41,516,0.00720596594257754,0.903767797672039,0.945201850063655,284,-0.562730342065755,0.562730342065755
"GPR6",-0.469449941012434,1.21671432873999e-29,2.96520315551555e-28,516,0.0931031220379227,0.11746947709033,0.243923908157616,284,-0.562553063050357,0.562553063050357
"FBXL15",-0.280829371075436,8.30888080638093e-11,6.11262235165828e-10,516,0.281611035003025,1.41542111822601e-06,2.16242568473293e-05,284,-0.562440406078462,0.562440406078462
"CEP70",0.499378830286355,6.73612287046352e-34,1.97986637396126e-32,516,-0.0630573098251027,0.289586921205313,0.456744369133524,284,0.562436140111457,0.562436140111457
"H2AC12",0.269599970325841,4.81833437112887e-10,3.29411263414548e-09,516,-0.292419490776525,5.26820673760829e-07,8.77232034620844e-06,284,0.562019461102366,0.562019461102366
"STXBP5-AS1",-0.414625491813154,7.41268803396662e-23,1.27357104539784e-21,516,0.14713138473616,0.0130614520688003,0.0481530766369122,284,-0.561756876549315,0.561756876549315
"TSPYL1",-0.382841426776163,1.85750132746447e-19,2.62068200523965e-18,516,0.178890789408199,0.00247918261708589,0.0133817483304309,284,-0.561732216184363,0.561732216184363
"DLG4",-0.529734140372823,1.14452731247434e-38,4.20113660877114e-37,516,0.0316580532104661,0.595216987335818,0.735137205528517,284,-0.561392193583289,0.561392193583289
"FGF13",-0.423234389450679,7.66952201786461e-24,1.38421395626578e-22,516,0.138027979384292,0.0199663967107599,0.0662454605003664,284,-0.561262368834971,0.561262368834971
"FN3K",-0.3786261548233,4.9273298859613e-19,6.7478737597052e-18,516,0.182014160469606,0.00207283188302245,0.0116378903411228,284,-0.560640315292905,0.560640315292905
"SLC4A10",-0.465893259038989,3.66176600181448e-29,8.69877305334322e-28,516,0.0947300316685308,0.111168652719559,0.234403457724022,284,-0.56062329070752,0.56062329070752
"GPR155",-0.350004702390231,2.5729562086033e-16,2.97907089936891e-15,516,0.210344005636946,0.000358128776738142,0.00277823481168257,284,-0.560348708027178,0.560348708027178
"RUNDC3A",-0.636277921984169,6.61366932457112e-60,4.90305503693369e-58,516,-0.0759374173252272,0.201984107976569,0.357885318858371,284,-0.560340504658942,0.560340504658942
"MADD",-0.488579371335736,2.58868495763969e-32,7.11271410223852e-31,516,0.0713298949359164,0.230800973152456,0.392285962074415,284,-0.559909266271652,0.559909266271652
"AC244636.3",-0.337365190043283,3.3539654411715e-15,3.58164199881321e-14,516,0.222454390862552,0.000156952210399164,0.0013913019268317,284,-0.559819580905834,0.559819580905834
"LINC01166",-0.51116161686263,1.08075647893436e-35,3.47682313505016e-34,516,0.0481736967520431,0.418672344098402,0.585877447255464,284,-0.559335313614673,0.559335313614673
"PRKAG2-AS1",-0.265956322949556,8.37811106137835e-10,5.58056681957699e-09,516,0.29316729837833,4.912487166822e-07,8.21851296231598e-06,284,-0.559123621327886,0.559123621327886
"PPP1R8P1",0.378934813841746,4.58983107168872e-19,6.30554832370543e-18,516,-0.179737902961754,0.00236235340468828,0.0128783147631108,284,0.558672716803501,0.558672716803501
"GOT1",-0.391189343123796,2.57941750126426e-20,3.83558499773412e-19,516,0.167393724444491,0.00467649139649908,0.021992817911001,284,-0.558583067568287,0.558583067568287
"CPNE9",-0.368836151077244,4.49856399343162e-18,5.83800548019632e-17,516,0.189123495368053,0.00136450980856522,0.00832696968074023,284,-0.557959646445296,0.557959646445296
"RTN4RL2",-0.441854501339401,4.51297751426399e-26,9.19374730466236e-25,516,0.115929102820452,0.0509808751706794,0.133089676327277,284,-0.557783604159853,0.557783604159853
"ACADSB",-0.346601345475392,5.19633945778778e-16,5.90043039818874e-15,516,0.210004531559826,0.000366267952953942,0.00283171502645528,284,-0.556605877035218,0.556605877035218
"SCAMP5",-0.550995058308656,2.6218286619385e-42,1.11110069723607e-40,516,0.00544834938588196,0.927164473642769,0.959381240969878,284,-0.556443407694538,0.556443407694538
"INA",-0.574093609642741,1.43271569527445e-46,7.1183414548592e-45,516,-0.0182305391261241,0.759683104068064,0.853858695481461,284,-0.555863070516617,0.555863070516617
"CEBPG",0.567678313447511,2.36501188255095e-45,1.12364916953058e-43,516,0.0120408521427991,0.839894489927181,0.906019506316636,284,0.555637461304711,0.555637461304711
"EMILIN3",0.3062796269977,1.1429875298245e-12,9.91988147907752e-12,516,-0.249303894783991,2.13663878145667e-05,0.000244639761225073,284,0.555583521781691,0.555583521781691
"OXER1",0.682699660978047,4.70635330981156e-72,4.76463449506389e-70,516,0.127273965533951,0.0320227629091647,0.0944598394489515,284,0.555425695444095,0.555425695444095
"YPEL4",-0.51173434698539,8.80434851361953e-36,2.84534583457026e-34,516,0.0433520969596639,0.466795659431624,0.629122798657396,284,-0.555086443945054,0.555086443945054
"STAR",-0.560756751424043,4.55007132127227e-44,2.06954975048302e-42,516,-0.0057383190813979,0.923299650953835,0.957189390544011,284,-0.555018432342645,0.555018432342645
"EYA3",0.548763546503189,6.50098339129033e-42,2.72236510568853e-40,516,-0.00568776243101159,0.923973361536593,0.957625810899883,284,0.554451308934201,0.554451308934201
"PPP3CB",-0.355030790010948,8.96979528213317e-17,1.06766267442685e-15,516,0.198737737774317,0.000756949670558439,0.0051800980946077,284,-0.553768527785265,0.553768527785265
"SNU13",-0.349118683416333,3.09216208485806e-16,3.56561192765292e-15,516,0.20443045103427,0.00052706513302107,0.00385470200462907,284,-0.553549134450602,0.553549134450602
"AVPI1",-0.149433688959381,0.000660701050113044,0.00209107866109787,516,0.403979390570688,1.4198982979218e-12,5.15772386199735e-11,284,-0.55341307953007,0.55341307953007
"AC026369.1",-0.553761333359177,8.4251897893067e-43,3.64152560357861e-41,516,-0.000697007074296086,0.990669456464849,0.994483758300366,284,-0.55306432628488,0.55306432628488
"ZIK1",0.382036698210495,2.24021604922054e-19,3.14493153172261e-18,516,-0.170997493235403,0.00384862963812234,0.0188744956438193,284,0.553034191445898,0.553034191445898
"STAT4",-0.180820171643054,3.60265257762209e-05,0.000139242916504139,516,0.372155888842131,9.28231990005488e-11,2.72985681157951e-09,284,-0.552976060485184,0.552976060485184
"AC092720.2",-0.49583021559739,2.26653468391047e-33,6.50603713560907e-32,516,0.0570346570302361,0.338211100085488,0.50779270663672,284,-0.552864872627626,0.552864872627626
"SLC9A2",-0.503334068115991,1.71297680932128e-34,5.19698028653964e-33,516,0.0493307806335383,0.407571424575321,0.575623439619977,284,-0.552664848749529,0.552664848749529
"ZNF606",0.401921510061489,1.87363768969538e-21,2.980672112886e-20,516,-0.150462978727863,0.0111190725972042,0.0426977194681075,284,0.552384488789352,0.552384488789352
"ZNF823",0.347054617908895,4.73429670491668e-16,5.39095253290563e-15,516,-0.204858984668659,0.000512693821794507,0.00376450684948901,284,0.551913602577554,0.551913602577554
"PTER",-0.110709708959044,0.0118532917358896,0.0290148324574114,516,0.441054360382118,6.00982261723294e-15,2.77535658931323e-13,284,-0.551764069341162,0.551764069341162
"TUT4",0.433135896263806,5.19994292492071e-25,9.9948953988328e-24,516,-0.118311430794176,0.0463680000827667,0.12430691198798,284,0.551447327057982,0.551447327057982
"HTR1A",-0.527010992274823,3.2093786432812e-38,1.15699431357753e-36,516,0.0238853171611013,0.688564105676434,0.803998700795608,284,-0.550896309435925,0.550896309435925
"MADCAM1",-0.538042731682038,4.64442223382818e-40,1.81068361912483e-38,516,0.012741281035459,0.830717394913775,0.900087340080128,284,-0.550784012717497,0.550784012717497
"ATP6V0A1",-0.48114639537925,2.96091037595938e-31,7.80516976427072e-30,516,0.0693040519479159,0.244350290374444,0.407295860055898,284,-0.550450447327166,0.550450447327166
"DACH2",-0.435043171483534,3.06478448529514e-25,5.95367057630013e-24,516,0.115406608276766,0.0520421105099381,0.135164925907756,284,-0.5504497797603,0.5504497797603
"HKDC1",-0.28463729187037,4.49505716370213e-11,3.3943359742641e-10,516,0.265135313572851,5.90504033691286e-06,7.81218834239753e-05,284,-0.54977260544322,0.54977260544322
"NMNAT2",-0.468307363772781,1.73587699715933e-29,4.18529353164863e-28,516,0.0814077696605521,0.171271601805484,0.318226173991311,284,-0.549715133433333,0.549715133433333
"ZNF17",0.452691231553599,1.95663172754569e-27,4.27590262749647e-26,516,-0.0968145491883793,0.10348694656966,0.222841891613335,284,0.549505780741978,0.549505780741978
"KRT222",-0.432554112958075,6.1058239317205e-25,1.16804639257305e-23,516,0.116864000807031,0.0491269984173841,0.129480810702001,284,-0.549418113765106,0.549418113765106
"CPLX2",-0.578465240240722,2.04594908514594e-47,1.04500641744104e-45,516,-0.0292843540693669,0.623116991588132,0.756722880045335,284,-0.549180886171355,0.549180886171355
"ST7L",0.476108863479215,1.4931081232017e-30,3.82874130675383e-29,516,-0.072971734068162,0.220216375675057,0.379912009115551,284,0.549080597547377,0.549080597547377
"COL17A1",-0.414011771113388,8.69219287607751e-23,1.48842275769171e-21,516,0.135064145843008,0.0228134644538579,0.073279456846701,284,-0.549075916956396,0.549075916956396
